CountType,DictSize,Epochs,BatchSize,AvgProfit
full,10000,10,64,-0.1368
full,10000,100,64,-0.1027
full,100000,10,64,-0.1043
full,100000,100,64,-0.1125
full,500000,10,64,-0.1111
full,500000,100,64,-0.1198
hi_lo,10000,10,64,-0.1628
hi_lo,10000,100,64,-0.1059
hi_lo,100000,10,64,-4.8451
hi_lo,100000,100,64,-0.141
hi_lo,500000,10,64,-3.0663
hi_lo,500000,100,64,-0.1099
