DECK_COUNT,GAMMA,BATCH_SIZE,LEARNING_RATE,EPS_START,EPS_DECAY,EPS_MIN,MIN_BET,MAX_BET,INITIAL_BANKROLL,MEMORY_SIZE,AverageReward,HardAcc,SoftAcc,PairsAcc,OverallAcc
6,0.9,64,0.0001,0.5,0.98,0.01,1,50,1000,50000,-0.142,,,,
6,0.9,64,0.0001,0.5,0.98,0.001,1,50,1000,1000,-0.181,,,,
6,0.9,64,0.0001,0.5,0.98,0.001,1,50,1000,20000,-0.1135,,,,
6,0.9,64,0.0001,0.5,0.98,0.001,1,50,1000,50000,-0.108,,,,
6,0.9,64,0.0001,0.5,0.99,0.01,1,50,1000,1000,-0.151,,,,
6,0.9,64,0.0001,0.5,0.99,0.01,1,50,1000,20000,-0.0715,,,,
6,0.9,64,0.0001,0.5,0.99,0.01,1,50,1000,50000,-0.1655,,,,
6,0.9,64,0.0001,0.5,0.99,0.001,1,50,1000,1000,-0.143,,,,
6,0.9,64,0.0001,0.5,0.99,0.001,1,50,1000,20000,-0.1635,,,,
6,0.9,64,0.0001,0.5,0.99,0.001,1,50,1000,50000,-0.1235,,,,
6,0.9,64,0.0001,0.5,0.995,0.01,1,50,1000,1000,-0.118,,,,
6,0.9,64,0.0001,0.5,0.995,0.01,1,50,1000,20000,-0.146,,,,
6,0.9,64,0.0001,0.5,0.995,0.01,1,50,1000,50000,-0.1055,,,,
6,0.9,64,0.0001,0.5,0.995,0.001,1,50,1000,1000,-0.119,,,,
6,0.9,64,0.0001,0.5,0.995,0.001,1,50,1000,20000,-0.142,,,,
6,0.9,64,0.0001,0.5,0.995,0.001,1,50,1000,50000,-0.081,,,,
6,0.9,64,0.0005,1.0,0.98,0.01,1,50,1000,1000,-0.1435,,,,
6,0.9,64,0.0005,1.0,0.98,0.01,1,50,1000,20000,-0.0915,,,,
6,0.9,64,0.0005,1.0,0.98,0.01,1,50,1000,50000,-0.14,,,,
6,0.9,64,0.0005,1.0,0.98,0.001,1,50,1000,1000,-0.1165,,,,
6,0.9,64,0.0005,1.0,0.98,0.001,1,50,1000,20000,-0.1455,,,,
6,0.9,64,0.0005,1.0,0.98,0.001,1,50,1000,50000,-0.202,,,,
6,0.9,64,0.0005,1.0,0.99,0.01,1,50,1000,1000,-0.197,,,,
6,0.9,64,0.0005,1.0,0.99,0.01,1,50,1000,20000,-0.1145,,,,
6,0.9,64,0.0005,1.0,0.99,0.01,1,50,1000,50000,-0.133,,,,
6,0.9,64,0.0005,1.0,0.99,0.001,1,50,1000,1000,-0.152,,,,
6,0.9,64,0.0005,1.0,0.99,0.001,1,50,1000,20000,-0.101,,,,
6,0.9,64,0.0005,1.0,0.99,0.001,1,50,1000,50000,-0.1565,,,,
6,0.9,64,0.0005,1.0,0.995,0.01,1,50,1000,1000,-0.1375,,,,
6,0.9,64,0.0005,1.0,0.995,0.01,1,50,1000,20000,-0.1565,,,,
6,0.9,64,0.0005,1.0,0.995,0.01,1,50,1000,50000,-0.099,,,,
6,0.9,64,0.0005,1.0,0.995,0.001,1,50,1000,1000,-0.0575,,,,
6,0.9,64,0.0005,1.0,0.995,0.001,1,50,1000,20000,-0.1495,,,,
6,0.9,64,0.0005,1.0,0.995,0.001,1,50,1000,50000,-0.1615,,,,
6,0.9,64,0.0005,0.5,0.98,0.01,1,50,1000,1000,-0.2615,,,,
6,0.9,64,0.0005,0.5,0.98,0.01,1,50,1000,20000,-0.134,,,,
6,0.9,64,0.0005,0.5,0.98,0.01,1,50,1000,50000,-0.1115,,,,
6,0.9,64,0.0005,0.5,0.98,0.001,1,50,1000,1000,-0.1635,,,,
6,0.9,64,0.0005,0.5,0.98,0.001,1,50,1000,20000,-0.158,,,,
6,0.9,64,0.0005,0.5,0.98,0.001,1,50,1000,50000,-0.154,,,,
6,0.9,64,0.0005,0.5,0.99,0.01,1,50,1000,1000,-0.1985,,,,
6,0.9,64,0.0005,0.5,0.99,0.01,1,50,1000,20000,-0.175,,,,
6,0.9,64,0.0005,0.5,0.99,0.01,1,50,1000,50000,-0.0945,,,,
6,0.9,64,0.0005,0.5,0.99,0.001,1,50,1000,1000,-0.2075,,,,
6,0.9,64,0.0005,0.5,0.99,0.001,1,50,1000,20000,-0.1005,,,,
6,0.9,64,0.0005,0.5,0.99,0.001,1,50,1000,50000,-0.124,,,,
6,0.9,64,0.0005,0.5,0.995,0.01,1,50,1000,1000,-0.208,,,,
6,0.9,64,0.0005,0.5,0.995,0.01,1,50,1000,20000,-0.1625,,,,
6,0.9,64,0.0005,0.5,0.995,0.01,1,50,1000,50000,-0.1375,,,,
6,0.9,64,0.0005,0.5,0.995,0.001,1,50,1000,1000,-0.222,,,,
6,0.9,64,0.0005,0.5,0.995,0.001,1,50,1000,20000,-0.134,,,,
6,0.9,64,0.0005,0.5,0.995,0.001,1,50,1000,50000,-0.159,,,,
6,0.9,64,0.001,1.0,0.98,0.01,1,50,1000,1000,-0.215,,,,
6,0.9,64,0.001,1.0,0.98,0.01,1,50,1000,20000,-0.131,,,,
6,0.9,64,0.001,1.0,0.98,0.01,1,50,1000,50000,-0.199,,,,
6,0.9,64,0.001,1.0,0.98,0.001,1,50,1000,1000,-0.1565,,,,
6,0.9,64,0.001,1.0,0.98,0.001,1,50,1000,20000,-0.0995,,,,
6,0.9,64,0.001,1.0,0.98,0.001,1,50,1000,50000,-0.1535,,,,
6,0.9,64,0.001,1.0,0.99,0.01,1,50,1000,1000,-0.173,,,,
6,0.9,64,0.001,1.0,0.99,0.01,1,50,1000,20000,-0.1095,,,,
6,0.9,64,0.001,1.0,0.99,0.01,1,50,1000,50000,-0.125,,,,
6,0.9,64,0.001,1.0,0.99,0.001,1,50,1000,1000,-0.274,,,,
6,0.9,64,0.001,1.0,0.99,0.001,1,50,1000,20000,-0.232,,,,
6,0.9,64,0.001,1.0,0.99,0.001,1,50,1000,50000,-0.168,,,,
6,0.9,64,0.001,1.0,0.995,0.01,1,50,1000,1000,-0.207,,,,
6,0.9,64,0.001,1.0,0.995,0.01,1,50,1000,20000,-0.1835,,,,
6,0.9,64,0.001,1.0,0.995,0.01,1,50,1000,50000,-0.1505,,,,
6,0.9,64,0.001,1.0,0.995,0.001,1,50,1000,1000,-0.224,,,,
6,0.9,64,0.001,1.0,0.995,0.001,1,50,1000,20000,-0.178,,,,
6,0.9,64,0.001,1.0,0.995,0.001,1,50,1000,50000,-0.1105,,,,
6,0.9,64,0.001,0.5,0.98,0.01,1,50,1000,1000,-0.18,,,,
6,0.9,64,0.001,0.5,0.98,0.01,1,50,1000,20000,-0.2045,,,,
6,0.9,64,0.001,0.5,0.98,0.01,1,50,1000,50000,-0.0695,,,,
6,0.9,64,0.001,0.5,0.98,0.001,1,50,1000,1000,-0.202,,,,
6,0.9,64,0.001,0.5,0.98,0.001,1,50,1000,20000,-0.1155,,,,
6,0.9,64,0.001,0.5,0.98,0.001,1,50,1000,50000,-0.089,,,,
6,0.9,64,0.001,0.5,0.99,0.01,1,50,1000,1000,-0.216,,,,
6,0.9,64,0.001,0.5,0.99,0.01,1,50,1000,20000,-0.1065,,,,
6,0.9,64,0.001,0.5,0.99,0.01,1,50,1000,50000,-0.177,,,,
6,0.9,64,0.001,0.5,0.99,0.001,1,50,1000,1000,-0.218,,,,
6,0.9,64,0.001,0.5,0.99,0.001,1,50,1000,20000,-0.0675,,,,
6,0.9,64,0.001,0.5,0.99,0.001,1,50,1000,50000,-0.184,,,,
6,0.9,64,0.001,0.5,0.995,0.01,1,50,1000,1000,-0.202,,,,
6,0.9,64,0.001,0.5,0.995,0.01,1,50,1000,20000,-0.142,,,,
6,0.9,64,0.001,0.5,0.995,0.01,1,50,1000,50000,-0.1495,,,,
6,0.9,64,0.001,0.5,0.995,0.001,1,50,1000,1000,-0.1415,,,,
6,0.9,64,0.001,0.5,0.995,0.001,1,50,1000,20000,-0.132,,,,
6,0.9,64,0.001,0.5,0.995,0.001,1,50,1000,50000,-0.1205,,,,
6,0.9,128,0.0001,1.0,0.98,0.01,1,50,1000,1000,-0.1405,,,,
6,0.9,128,0.0001,1.0,0.98,0.01,1,50,1000,20000,-0.1675,,,,
6,0.9,128,0.0001,1.0,0.98,0.01,1,50,1000,50000,-0.1405,,,,
6,0.9,128,0.0001,1.0,0.98,0.001,1,50,1000,1000,-0.0965,,,,
6,0.9,128,0.0001,1.0,0.98,0.001,1,50,1000,20000,-0.1305,,,,
6,0.9,128,0.0001,1.0,0.98,0.001,1,50,1000,50000,-0.132,,,,
6,0.9,128,0.0001,1.0,0.99,0.01,1,50,1000,1000,-0.135,,,,
6,0.9,128,0.0001,1.0,0.99,0.01,1,50,1000,20000,-0.117,,,,
6,0.9,128,0.0001,1.0,0.99,0.01,1,50,1000,50000,-0.124,,,,
6,0.9,128,0.0001,1.0,0.99,0.001,1,50,1000,1000,-0.1485,,,,
6,0.9,128,0.0001,1.0,0.99,0.001,1,50,1000,20000,-0.1115,,,,
6,0.9,128,0.0001,1.0,0.99,0.001,1,50,1000,50000,-0.0905,,,,
6,0.9,128,0.0001,1.0,0.995,0.01,1,50,1000,1000,-0.142,,,,
6,0.9,128,0.0001,1.0,0.995,0.01,1,50,1000,20000,-0.135,,,,
6,0.9,128,0.0001,1.0,0.995,0.01,1,50,1000,50000,-0.1115,,,,
6,0.9,128,0.0001,1.0,0.995,0.001,1,50,1000,1000,-0.1265,,,,
6,0.9,128,0.0001,1.0,0.995,0.001,1,50,1000,20000,-0.132,,,,
6,0.9,128,0.0001,1.0,0.995,0.001,1,50,1000,50000,-0.1205,,,,
6,0.9,128,0.0001,0.5,0.98,0.01,1,50,1000,1000,-0.1595,,,,
6,0.9,128,0.0001,0.5,0.98,0.01,1,50,1000,20000,-0.1165,,,,
6,0.9,128,0.0001,0.5,0.98,0.01,1,50,1000,50000,-0.116,,,,
6,0.9,128,0.0001,0.5,0.98,0.001,1,50,1000,1000,-0.1925,,,,
6,0.9,128,0.0001,0.5,0.98,0.001,1,50,1000,20000,-0.1495,,,,
6,0.9,128,0.0001,0.5,0.98,0.001,1,50,1000,50000,-0.1005,,,,
6,0.9,128,0.0001,0.5,0.99,0.01,1,50,1000,1000,-0.151,,,,
6,0.9,128,0.0001,0.5,0.99,0.01,1,50,1000,20000,-0.1075,,,,
6,0.9,128,0.0001,0.5,0.99,0.01,1,50,1000,50000,-0.117,,,,
6,0.9,128,0.0001,0.5,0.99,0.001,1,50,1000,1000,-0.183,,,,
6,0.9,128,0.0001,0.5,0.99,0.001,1,50,1000,20000,-0.0865,,,,
6,0.9,128,0.0001,0.5,0.99,0.001,1,50,1000,50000,-0.123,,,,
6,0.9,128,0.0001,0.5,0.995,0.01,1,50,1000,1000,-0.0915,,,,
6,0.9,128,0.0001,0.5,0.995,0.01,1,50,1000,20000,-0.121,,,,
6,0.9,128,0.0001,0.5,0.995,0.01,1,50,1000,50000,-0.137,,,,
6,0.9,128,0.0001,0.5,0.995,0.001,1,50,1000,1000,-0.1485,,,,
6,0.9,128,0.0001,0.5,0.995,0.001,1,50,1000,20000,-0.1015,,,,
6,0.9,128,0.0001,0.5,0.995,0.001,1,50,1000,50000,-0.0795,,,,
6,0.9,128,0.0005,1.0,0.98,0.01,1,50,1000,1000,-0.1965,,,,
6,0.9,128,0.0005,1.0,0.98,0.01,1,50,1000,20000,-0.193,,,,
6,0.9,128,0.0005,1.0,0.98,0.01,1,50,1000,50000,-0.2,,,,
6,0.9,128,0.0005,1.0,0.98,0.001,1,50,1000,1000,-0.1465,,,,
6,0.9,128,0.0005,1.0,0.98,0.001,1,50,1000,20000,-0.1195,,,,
6,0.9,128,0.0005,1.0,0.98,0.001,1,50,1000,50000,-0.188,,,,
6,0.9,128,0.0005,1.0,0.99,0.01,1,50,1000,1000,-0.2175,,,,
6,0.9,128,0.0005,1.0,0.99,0.01,1,50,1000,20000,-0.165,,,,
6,0.9,128,0.0005,1.0,0.99,0.01,1,50,1000,50000,-0.1385,,,,
6,0.9,128,0.0005,1.0,0.99,0.001,1,50,1000,1000,-0.231,,,,
6,0.9,128,0.0005,1.0,0.99,0.001,1,50,1000,20000,-0.1505,,,,
6,0.9,128,0.0005,1.0,0.99,0.001,1,50,1000,50000,-0.139,,,,
6,0.9,128,0.0005,1.0,0.995,0.01,1,50,1000,1000,-0.1215,,,,
6,0.9,128,0.0005,1.0,0.995,0.01,1,50,1000,20000,-0.1105,,,,
6,0.9,128,0.0005,1.0,0.995,0.01,1,50,1000,50000,-0.178,,,,
6,0.9,128,0.0005,1.0,0.995,0.001,1,50,1000,1000,-0.15,,,,
6,0.9,128,0.0005,1.0,0.995,0.001,1,50,1000,20000,-0.1155,,,,
6,0.9,128,0.0005,1.0,0.995,0.001,1,50,1000,50000,-0.118,,,,
6,0.9,128,0.0005,0.5,0.98,0.01,1,50,1000,1000,-0.1735,,,,
6,0.9,128,0.0005,0.5,0.98,0.01,1,50,1000,20000,-0.1335,,,,
6,0.9,128,0.0005,0.5,0.98,0.01,1,50,1000,50000,-0.1165,,,,
6,0.9,128,0.0005,0.5,0.98,0.001,1,50,1000,1000,-0.1705,,,,
6,0.9,128,0.0005,0.5,0.98,0.001,1,50,1000,20000,-0.141,,,,
6,0.9,128,0.0005,0.5,0.98,0.001,1,50,1000,50000,-0.1305,,,,
6,0.9,128,0.0005,0.5,0.99,0.01,1,50,1000,1000,-0.1105,,,,
6,0.9,128,0.0005,0.5,0.99,0.01,1,50,1000,20000,-0.1675,,,,
6,0.9,128,0.0005,0.5,0.99,0.01,1,50,1000,50000,-0.145,,,,
6,0.9,128,0.0005,0.5,0.99,0.001,1,50,1000,1000,-0.1195,,,,
6,0.9,128,0.0005,0.5,0.99,0.001,1,50,1000,20000,-0.161,,,,
6,0.9,128,0.0005,0.5,0.99,0.001,1,50,1000,50000,-0.0895,,,,
6,0.9,128,0.0005,0.5,0.995,0.01,1,50,1000,1000,-0.139,,,,
6,0.9,128,0.0005,0.5,0.995,0.01,1,50,1000,20000,-0.1125,,,,
6,0.9,128,0.0005,0.5,0.995,0.01,1,50,1000,50000,-0.1155,,,,
6,0.9,128,0.0005,0.5,0.995,0.001,1,50,1000,1000,-0.211,,,,
6,0.9,128,0.0005,0.5,0.995,0.001,1,50,1000,20000,-0.192,,,,
6,0.9,128,0.0005,0.5,0.995,0.001,1,50,1000,50000,-0.131,,,,
6,0.9,128,0.001,1.0,0.98,0.01,1,50,1000,1000,-0.2565,,,,
6,0.9,128,0.001,1.0,0.98,0.01,1,50,1000,20000,-0.191,,,,
6,0.9,128,0.001,1.0,0.98,0.01,1,50,1000,50000,-0.1165,,,,
6,0.9,128,0.001,1.0,0.98,0.001,1,50,1000,1000,-0.1415,,,,
6,0.9,128,0.001,1.0,0.98,0.001,1,50,1000,20000,-0.149,,,,
6,0.9,128,0.001,1.0,0.98,0.001,1,50,1000,50000,-0.1535,,,,
6,0.9,128,0.001,1.0,0.99,0.01,1,50,1000,1000,-0.1525,,,,
6,0.9,128,0.001,1.0,0.99,0.01,1,50,1000,20000,-0.1155,,,,
6,0.9,128,0.001,1.0,0.99,0.01,1,50,1000,50000,-0.154,,,,
6,0.9,128,0.001,1.0,0.99,0.001,1,50,1000,1000,-0.2455,,,,
6,0.9,128,0.001,1.0,0.99,0.001,1,50,1000,20000,-0.105,,,,
6,0.9,128,0.001,1.0,0.99,0.001,1,50,1000,50000,-0.1015,,,,
6,0.9,128,0.001,1.0,0.995,0.01,1,50,1000,1000,-0.1735,,,,
6,0.9,128,0.001,1.0,0.995,0.01,1,50,1000,20000,-0.202,,,,
6,0.9,128,0.001,1.0,0.995,0.01,1,50,1000,50000,-0.128,,,,
6,0.9,128,0.001,1.0,0.995,0.001,1,50,1000,1000,-0.2155,,,,
